"x_coord","y_coord","addr_state","loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","open_acc","pub_rec","total_acc"
-28.9776291819534,-24.6882802963377,"FL",20000," 60 months",11.55,440.36,"B","MORTGAGE",0.6904699,"Source Verified","Defaulted","debt_consolidation",10.04,10,0,24
-34.3255245650996,0.60349530384199,"OR",30000," 60 months",19.69,789.66,"E","MORTGAGE",0.7048525,"Verified","Defaulted","debt_consolidation",19.9,15,0,62
23.9145960100121,22.1069024502597,"FL",11000," 36 months",14.16,376.81,"C","MORTGAGE",0.682408,"Not Verified","Defaulted","debt_consolidation",7.44,9,0,19
-23.1903959292764,-4.3513993989654,"MN",14125," 60 months",13.11,322.19,"B","MORTGAGE",0.6629523,"Verified","Defaulted","credit_card",31.41,10,0,19
-4.77488695684374,12.9985823597957,"FL",6000," 36 months",12.99,202.14,"B","MORTGAGE",0.6792599,"Verified","Defaulted","debt_consolidation",15.26,9,1,23
-35.4452272262687,2.33434220835043,"PA",25450," 60 months",19.72,670.32,"D","MORTGAGE",0.6818,"Verified","Defaulted","debt_consolidation",18.17,17,0,28
20.6759151506417,-20.781449323333,"CO",10000," 36 months",15.31,348.18,"C","RENT",0.6629523,"Source Verified","Defaulted","credit_card",15.9,9,0,23
-10.8356138344598,-32.3947225359805,"CA",19600," 60 months",25.57,581.86,"F","RENT",0.6949773,"Source Verified","Defaulted","debt_consolidation",9.23,5,0,7
10.3740714687758,-12.9945919033056,"SC",29650," 36 months",22.47,1139.57,"E","OWN",0.6949773,"Source Verified","Defaulted","debt_consolidation",18.95,17,0,48
-15.5550606384129,-23.6194806471407,"CA",13300," 60 months",16.4,326.27,"E","OWN",0.6946372,"Source Verified","Defaulted","debt_consolidation",6.89,11,0,16
-10.7696046374768,-32.9382901492362,"CA",21000," 60 months",25.28,619.83,"F","RENT",0.6904699,"Source Verified","Defaulted","debt_consolidation",9.48,7,0,54
19.8828033941712,2.09011818235936,"GA",1200," 36 months",15.13,41.68,"E","OWN",0.6629523,"Not Verified","Defaulted","Others",24.81,4,1,13
34.9145282352441,-5.64400928620007,"PA",6000," 36 months",14.74,207.23,"D","RENT",0.6586125,"Not Verified","Defaulted","small_business",14,13,0,27
-7.75066615269099,-5.82395716581116,"OH",12000," 60 months",13.49,276.06,"C","RENT",0.6758116,"Not Verified","Defaulted","debt_consolidation",14.49,8,0,16
39.6839777052558,-0.37468560821764,"AZ",18500," 36 months",10.99,605.58,"B","RENT",0.6853026,"Not Verified","Defaulted","debt_consolidation",25.72,7,0,28
-7.14457098736146,35.0014814228868,"FL",8900," 36 months",16.99,317.27,"D","RENT",0.6537093,"Verified","Defaulted","debt_consolidation",30.98,3,0,12
23.339748378977,-2.29885104191104,"TX",5000," 36 months",19.52,184.6,"D","RENT",0.6586125,"Not Verified","Defaulted","Others",8.48,13,0,28
21.2596274440611,-21.8136699922329,"NY",5375," 36 months",19.52,198.45,"D","RENT",0.6335725,"Source Verified","Defaulted","credit_card",18.84,4,0,7
22.5967936390126,23.1325549191028,"NC",11000," 36 months",13.53,373.45,"B","MORTGAGE",0.6695119,"Not Verified","Defaulted","debt_consolidation",17.36,9,0,22
0.573254376732625,13.6990623170501,"MI",12175," 36 months",19.05,446.6,"D","MORTGAGE",0.6574448,"Verified","Defaulted","small_business",7.92,7,0,16
16.781466786663,4.21524292412785,"MI",4500," 36 months",17.76,162.15,"D","OWN",0.6568057,"Not Verified","Defaulted","credit_card",13.44,10,0,36
-31.5084601352979,-5.26748277706851,"MO",23000," 60 months",13.49,529.11,"C","MORTGAGE",0.6685971,"Verified","Defaulted","small_business",2.53,3,0,9
-24.4353834688706,18.9754865937591,"VA",19425," 60 months",28.99,616.47,"G","RENT",0.6750809,"Verified","Defaulted","debt_consolidation",9.13,6,0,20
-21.8823799486473,18.6163707101745,"MD",19150," 60 months",20.2,509.5,"E","RENT",0.670361,"Verified","Defaulted","debt_consolidation",22.25,15,0,30
-6.6559817460085,34.9570507636498,"NV",8975," 36 months",17.77,323.44,"D","RENT",0.6720027,"Verified","Defaulted","debt_consolidation",24.5,8,0,22
30.8760117505443,-12.7023960352363,"GA",15000," 36 months",12.12,499.08,"B","RENT",0.682408,"Not Verified","Defaulted","credit_card",6.64,17,0,37
32.688792041318,1.58959031136427,"CA",8000," 36 months",17.77,288.3,"D","RENT",0.6879801,"Not Verified","Defaulted","debt_consolidation",25.79,13,0,38
2.37627121663242,10.2728520012025,"AL",8125," 36 months",15.61,284.09,"C","MORTGAGE",0.6549956,"Verified","Defaulted","home_improvement",34.22,8,0,19
22.2007582795531,24.4837471082783,"WA",14800," 36 months",12.12,492.43,"B","MORTGAGE",0.6720027,"Not Verified","Defaulted","debt_consolidation",16.56,11,0,17
23.0667425314204,-1.99862441843835,"NY",2000," 36 months",16.99,71.3,"D","RENT",0.7057937,"Not Verified","Defaulted","Others",11.17,8,2,16
6.07087957904537,-16.3880395031832,"AR",10000," 36 months",14.49,344.17,"C","MORTGAGE",0.6993452,"Source Verified","Defaulted","Others",19.61,12,0,31
20.2742460940492,2.29713699908378,"IL",10000," 36 months",17.77,360.38,"D","OWN",0.683594,"Not Verified","Defaulted","Others",10.44,10,0,15
19.1069800520189,7.06589035880135,"GA",33000," 36 months",14.99,1143.8,"C","OWN",0.7385524,"Not Verified","Defaulted","home_improvement",0.53,5,0,7
-3.85106947053506,11.6830492290689,"AL",7200," 36 months",11.14,236.2,"B","MORTGAGE",0.6652376,"Verified","Defaulted","debt_consolidation",30.1,9,0,21
-26.8611212168828,-21.1899728491522,"AR",12500," 60 months",15.61,301.4,"D","MORTGAGE",0.6549956,"Source Verified","Defaulted","debt_consolidation",30.73,10,1,31
12.0757967432128,-29.9087371895294,"FL",7000," 36 months",13.66,238.09,"C","RENT",0.6649473,"Source Verified","Defaulted","debt_consolidation",7.03,7,1,24
35.2327610616094,-0.858881984261512,"IL",18225," 36 months",19.05,668.52,"D","RENT",0.6640229,"Not Verified","Defaulted","debt_consolidation",27.91,6,0,8
9.42561799035352,-29.6961631567063,"MO",6000," 36 months",16.99,213.89,"D","RENT",0.6624364,"Source Verified","Defaulted","debt_consolidation",13.58,15,1,25
11.6718961342694,-5.53499666685647,"SC",9875," 36 months",17.57,354.88,"D","MORTGAGE",0.652378,"Source Verified","Defaulted","credit_card",16.43,7,0,12
-32.709942838483,4.44191968061867,"AL",18000," 60 months",21.49,491.94,"E","MORTGAGE",0.6750809,"Verified","Defaulted","debt_consolidation",16.73,12,0,28
-6.77114589182659,-29.7851228071953,"WA",10000," 60 months",16.29,244.73,"D","RENT",0.6597453,"Source Verified","Defaulted","debt_consolidation",15.8,4,0,4
-32.5775103015824,3.56531488477238,"TX",21000," 60 months",22.47,585.63,"E","MORTGAGE",0.682408,"Verified","Defaulted","debt_consolidation",17.89,11,0,15
-32.4699183533788,5.69179045107661,"MN",13200," 60 months",23.4,375.16,"E","MORTGAGE",0.682408,"Verified","Defaulted","debt_consolidation",22.1,12,0,17
-9.57644396648935,10.4050267207124,"NM",15275," 36 months",24.5,603.3,"F","MORTGAGE",0.6945517,"Verified","Defaulted","major_purchase",33.76,15,0,16
-27.8508743230245,9.07659371232208,"CA",22000," 60 months",15.88,533.6,"C","OWN",0.6949349,"Verified","Defaulted","debt_consolidation",8.37,11,0,27
6.96603434533125,5.36332049872331,"AL",7000," 36 months",7.9,219.04,"A","MORTGAGE",0.6480826,"Verified","Defaulted","credit_card",14.66,6,0,33
-38.9726266241477,5.10493712764861,"CA",21000," 60 months",13.11,479,"B","MORTGAGE",0.6894948,"Verified","Defaulted","debt_consolidation",16.58,11,0,27
8.91543114076267,-29.1907474362855,"FL",8000," 36 months",21.99,305.49,"E","RENT",0.6792599,"Source Verified","Defaulted","debt_consolidation",9.92,11,0,17
-8.42436809397459,39.9183071324321,"CA",10625," 36 months",12.12,353.52,"B","RENT",0.6574448,"Verified","Defaulted","debt_consolidation",6.51,6,0,24
-28.9836773303559,-17.8796335118727,"HI",10000," 60 months",24.5,290.59,"F","MORTGAGE",0.6949773,"Source Verified","Defaulted","debt_consolidation",23.2,9,0,29
21.3984330329127,25.3968607064005,"NJ",16000," 36 months",9.76,514.48,"B","MORTGAGE",0.6677529,"Not Verified","Defaulted","debt_consolidation",24.85,10,0,23
1.23369875907535,8.35144810071815,"CA",20000," 36 months",17.1,714.06,"C","MORTGAGE",0.6894948,"Verified","Defaulted","home_improvement",19.89,13,0,28
-11.7652690054336,33.3979019750166,"NY",20000," 36 months",12.21,666.3,"B","RENT",0.6863978,"Verified","Defaulted","debt_consolidation",14.63,8,0,24
-9.41556326685735,-32.6703080716987,"MA",20000," 60 months",21,541.07,"E","RENT",0.6863978,"Source Verified","Defaulted","debt_consolidation",17.88,9,0,20
-27.6521233534568,-19.5179351076289,"MD",2400," 60 months",16.4,58.88,"E","MORTGAGE",0.6758116,"Source Verified","Defaulted","debt_consolidation",13.64,11,0,17
0.620773735486231,-10.7008003158763,"MI",16000," 36 months",12.99,539.03,"B","MORTGAGE",0.6909475,"Source Verified","Defaulted","debt_consolidation",18.1,18,0,34
-9.88932852534734,-19.3708982906878,"NJ",20000," 60 months",20.49,535.35,"E","RENT",0.6758116,"Source Verified","Defaulted","credit_card",8.23,6,0,13
-14.4383955262812,-2.91025834023895,"VT",16000," 60 months",15.27,382.92,"C","MORTGAGE",0.6761973,"Not Verified","Defaulted","debt_consolidation",15.13,10,0,32
1.54712425126086,23.3867501997376,"IL",17000," 36 months",13.68,578.39,"C","OWN",0.6818,"Verified","Defaulted","debt_consolidation",34.64,16,0,27
-22.4391206910876,16.5684104174594,"CT",10500," 60 months",23.4,298.42,"E","RENT",0.6509989,"Verified","Defaulted","debt_consolidation",24.36,9,1,18
-27.6941662638835,7.40627448485071,"CA",35000," 60 months",21.18,950.42,"E","OWN",0.7147229,"Verified","Defaulted","debt_consolidation",23.12,23,0,42
40.0190232541764,7.39579714446166,"NY",3250," 36 months",9.63,104.31,"A","RENT",0.5914086,"Not Verified","Defaulted","debt_consolidation",13.8,6,0,9
-4.44171771423481,8.08196948021093,"NJ",15000," 36 months",9.91,483.38,"B","MORTGAGE",0.6879801,"Verified","Defaulted","debt_consolidation",4.38,13,0,27
-20.2492344803515,18.5243329265728,"IL",20000," 60 months",16.55,492.23,"D","RENT",0.6805523,"Verified","Defaulted","debt_consolidation",24.2,12,0,21
35.8947025470662,-1.31181754640885,"CA",19750," 36 months",16.29,697.19,"D","RENT",0.6758116,"Not Verified","Defaulted","debt_consolidation",19.18,12,0,34
-23.4535533630688,-4.53892606429901,"PA",17000," 60 months",10.99,369.54,"B","MORTGAGE",0.6774386,"Verified","Defaulted","credit_card",15.66,9,0,22
-7.35501948778923,33.444094949504,"NV",12875," 36 months",19.52,475.34,"D","RENT",0.6659062,"Verified","Defaulted","debt_consolidation",22.4,8,0,18
-9.22006701188622,-30.4010702773375,"NY",10400," 60 months",20.49,278.38,"E","RENT",0.6779196,"Source Verified","Defaulted","debt_consolidation",22.55,9,0,22
-6.64925899351632,6.14564521329572,"LA",22000," 36 months",17.56,790.51,"D","MORTGAGE",0.6914187,"Verified","Defaulted","debt_consolidation",13.71,14,0,17
-24.8780356790964,-17.370440918198,"GA",27000," 60 months",26.06,809.36,"G","MORTGAGE",0.7135125,"Source Verified","Defaulted","Others",17.57,10,0,22
24.5498071799297,-2.69354694905025,"NJ",11625," 36 months",23.43,452.62,"F","RENT",0.69897,"Not Verified","Defaulted","Others",17.84,12,0,34
-29.146155783236,-24.3133865496457,"NJ",20000," 60 months",13.35,458.66,"C","MORTGAGE",0.6904699,"Source Verified","Defaulted","debt_consolidation",9.39,9,1,26
-5.92051987988992,4.08539183926892,"FL",30000," 36 months",14.99,1039.82,"C","MORTGAGE",0.6949773,"Verified","Defaulted","debt_consolidation",25.48,14,0,47
28.9823651280289,-10.9632970010587,"MO",7000," 36 months",13.11,236.23,"B","RENT",0.6574448,"Not Verified","Defaulted","credit_card",18.89,9,0,15
-20.446245368911,17.5738388472059,"FL",15000," 60 months",16.99,372.71,"D","RENT",0.6765279,"Verified","Defaulted","debt_consolidation",31.78,15,0,23
0.527900989359464,-11.2002480019501,"NC",15000," 36 months",12.49,501.74,"B","MORTGAGE",0.6597453,"Source Verified","Defaulted","debt_consolidation",11.84,9,0,16
-5.54825880264912,11.5483655237407,"NY",8350," 36 months",14.49,287.38,"C","MORTGAGE",0.6480826,"Verified","Defaulted","debt_consolidation",27.82,10,1,38
4.98048449399267,16.5133176650215,"FL",9925," 36 months",21.6,376.99,"E","MORTGAGE",0.6487136,"Verified","Defaulted","Others",20.44,8,0,16
0.62346239273385,-10.9288785025313,"MD",16000," 36 months",10.99,523.75,"B","MORTGAGE",0.682408,"Source Verified","Defaulted","debt_consolidation",21.59,6,0,10
1.60824332926075,22.0518545686975,"SC",22800," 36 months",10.99,746.34,"B","OWN",0.6953977,"Verified","Defaulted","debt_consolidation",17.91,5,0,18
13.038286833875,8.86364756613408,"PA",15000," 36 months",6.62,460.56,"A","MORTGAGE",0.671191,"Not Verified","Defaulted","credit_card",17.71,6,0,15
-32.1372762799878,-3.29220233706367,"NJ",35000," 60 months",23.83,1003.43,"F","MORTGAGE",0.6992218,"Verified","Defaulted","small_business",15.26,5,0,23
-10.5263575101271,-18.6170044792208,"FL",25000," 60 months",16.59,615.82,"D","RENT",0.6758116,"Source Verified","Defaulted","credit_card",17.18,13,0,25
-4.29848146931012,35.1838627094049,"PA",10000," 36 months",17.14,357.23,"D","RENT",0.6629523,"Verified","Defaulted","debt_consolidation",19.41,29,0,58
-24.4529950296888,-3.19988222746806,"MO",18225," 60 months",19.91,481.94,"E","MORTGAGE",0.6779196,"Verified","Defaulted","credit_card",24.66,11,0,32
-28.6544129366769,-23.7901574504592,"TN",18250," 60 months",14.33,427.78,"C","MORTGAGE",0.6727968,"Source Verified","Defaulted","debt_consolidation",14.68,9,0,28
13.3052391458336,-14.2502252675163,"FL",9600," 36 months",10.99,314.25,"B","OWN",0.6720027,"Source Verified","Defaulted","debt_consolidation",7.37,9,0,20
-15.4540471444383,-24.6139118119956,"IL",15550," 60 months",25.8,463.74,"G","OWN",0.6758116,"Source Verified","Defaulted","debt_consolidation",27.95,11,0,20
22.1221157144667,-20.5179830700456,"OR",5375," 36 months",12.35,179.43,"B","RENT",0.6457411,"Source Verified","Defaulted","credit_card",19.75,9,0,10
17.163891611493,14.1068416859294,"TX",9600," 36 months",22.4,368.62,"E","MORTGAGE",0.6629523,"Not Verified","Defaulted","home_improvement",12.51,8,0,16
28.0885827761564,-10.9022353832072,"FL",3200," 36 months",10.15,103.49,"B","RENT",0.6509989,"Not Verified","Defaulted","credit_card",20.8,16,0,22
-19.8694737338709,-14.6053207293531,"MN",15000," 60 months",15.61,361.67,"C","MORTGAGE",0.7011625,"Source Verified","Defaulted","credit_card",20.31,16,0,28
-29.6216956985946,-23.909862558756,"TX",21000," 60 months",12.12,468.41,"B","MORTGAGE",0.7114806,"Source Verified","Defaulted","debt_consolidation",21.3,13,0,27
39.7516881845178,5.02624650417721,"TX",5400," 36 months",12.18,179.82,"B","RENT",0.6827202,"Not Verified","Defaulted","debt_consolidation",18.42,15,0,26
35.9846574208337,2.53125010323199,"CA",10000," 36 months",14.33,343.39,"C","RENT",0.6574448,"Not Verified","Defaulted","debt_consolidation",21.57,11,0,14
37.6131990659007,5.84983446503976,"NY",10000," 36 months",12.49,334.49,"B","RENT",0.6792599,"Not Verified","Defaulted","debt_consolidation",5.82,5,0,15
5.82920820285951,5.88198413609978,"AL",10000," 36 months",10.16,323.43,"B","MORTGAGE",0.6586245,"Verified","Defaulted","credit_card",32.72,8,0,22
4.86842080809052,5.54737243695693,"IL",14400," 36 months",15.31,501.37,"C","MORTGAGE",0.6750809,"Verified","Defaulted","credit_card",26.53,9,0,18
7.13162123452795,5.38949465584543,"NM",5000," 36 months",7.62,155.81,"A","MORTGAGE",0.6465374,"Verified","Defaulted","credit_card",11.47,7,0,35
35.0661413193999,-0.654623783242488,"NJ",16450," 36 months",18.25,596.78,"D","RENT",0.6549956,"Not Verified","Defaulted","debt_consolidation",23.71,9,0,9
-7.89607657577145,-33.1403195377078,"CA",21225," 60 months",18.24,541.76,"D","RENT",0.6792599,"Source Verified","Defaulted","debt_consolidation",28.7,16,0,27
0.876988490337665,-12.1410495373735,"TX",12000," 36 months",13.53,407.4,"B","MORTGAGE",0.6805523,"Source Verified","Defaulted","debt_consolidation",18.63,14,0,39
-19.6743672512586,6.33661015470498,"AR",14075," 60 months",16.78,348.14,"C","RENT",0.660845,"Verified","Defaulted","credit_card",31.71,9,0,14
-3.57644872037866,9.59881744796855,"PA",13750," 36 months",9.62,441.23,"B","MORTGAGE",0.682408,"Verified","Defaulted","debt_consolidation",23.91,9,0,44
-6.75400704419042,-30.6055016901689,"IN",13250," 60 months",16.29,324.26,"D","RENT",0.6602991,"Source Verified","Defaulted","debt_consolidation",6.11,12,2,16
34.9521893479909,5.64796283192178,"CA",2000," 36 months",15.8,70.12,"C","RENT",0.6659062,"Not Verified","Defaulted","debt_consolidation",9.8,14,0,17
-5.94239848837507,5.03419106734148,"VA",24000," 36 months",15.81,841.52,"C","MORTGAGE",0.6949773,"Verified","Defaulted","debt_consolidation",22,17,0,28
-29.5619590023147,-23.6593885435734,"CA",22000," 60 months",12.99,500.46,"C","MORTGAGE",0.6879801,"Source Verified","Defaulted","debt_consolidation",16.37,13,1,23
21.4344066511748,-3.08418018377394,"CA",10000," 36 months",10.71,163.01,"B","RENT",0.6720027,"Not Verified","Defaulted","Others",9.58,3,0,8
-7.09020593091126,24.223495601143,"WA",13600," 36 months",14.64,469.06,"C","RENT",0.6949773,"Verified","Defaulted","credit_card",20.64,14,0,40
-7.94571273583751,-29.888179570336,"VA",10200," 60 months",18.92,264.15,"D","RENT",0.6720027,"Source Verified","Defaulted","debt_consolidation",28.06,18,0,31
17.1007632917075,14.07766392714,"FL",16000," 36 months",19.05,586.91,"D","MORTGAGE",0.6629523,"Not Verified","Defaulted","home_improvement",14.8,8,0,13
1.88640009497754,8.26366170039837,"MD",19100," 36 months",12.12,635.49,"B","MORTGAGE",0.6879801,"Verified","Defaulted","home_improvement",5.07,13,1,30
5.86041175769017,6.2983350918271,"CT",7500," 36 months",15.31,261.13,"C","MORTGAGE",0.6414951,"Verified","Defaulted","credit_card",17.75,7,0,17
13.1831634450656,10.8468305931977,"OK",5000," 36 months",9.67,160.57,"B","MORTGAGE",0.6811816,"Not Verified","Defaulted","credit_card",6.74,12,0,33
29.7886401075776,-8.4300249210045,"TX",2500," 36 months",16.49,88.5,"D","RENT",0.671191,"Not Verified","Defaulted","credit_card",39.21,11,0,18
-35.588208883,3.36375410879312,"NC",23500," 60 months",17.76,593.69,"D","MORTGAGE",0.6783944,"Verified","Defaulted","debt_consolidation",26.31,14,0,36
34.407433559547,2.46480778493157,"NV",10100," 36 months",13.55,343,"D","RENT",0.649766,"Not Verified","Defaulted","debt_consolidation",15.82,9,1,20
-23.333043430186,19.8928443286424,"IL",25450," 60 months",21.67,698.14,"F","RENT",0.6720027,"Verified","Defaulted","debt_consolidation",18,11,0,24
-15.0633554351619,-18.353460156856,"MO",15000," 60 months",17.57,377.41,"D","OWN",0.6854862,"Source Verified","Defaulted","credit_card",24.28,21,0,43
0.864839708379587,23.3898830388876,"OH",20000," 36 months",19.05,733.63,"D","OWN",0.6879801,"Verified","Defaulted","debt_consolidation",33.4,12,0,27
