"x_coord","y_coord","z_coord","addr_state","loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","open_acc","pub_rec","total_acc","test","cluster","cluster_default_rate"
0.530128606250913,12.0177754122361,32.240428661314,"NY",30000," 36 months",10.65,977.2,"B","MORTGAGE",0.7011611,"Source Verified","Defaulted","Others",20.22,9,0,14,FALSE,48,0.0025062656641604
33.1402144238893,4.59918111973951,2.99635106046553,"PA",3000," 36 months",11.99,99.63,"B","MORTGAGE",0.6830059,"Not Verified","Defaulted","debt_consolidation",14.27,10,1,30,FALSE,11,0.00263852242744063
5.94886471369545,-15.9693327658715,-2.44042980837357,"CA",4000," 36 months",17.27,143.15,"C","RENT",0.6550563,"Not Verified","Defaulted","credit_card",16.23,7,0,18,FALSE,2,0.0208333333333333
-26.9053005061238,-4.39676167070777,-2.42723249186329,"NY",12625," 60 months",25.8,376.51,"G","RENT",0.682408,"Source Verified","Defaulted","Others",23.29,12,0,27,FALSE,25,0.00480769230769231
-0.884775034028918,26.0787850850293,-1.13645004171639,"KS",15000," 60 months",18.99,389.03,"E","MORTGAGE",0.6629523,"Not Verified","Defaulted","credit_card",14.43,11,0,40,TRUE,28,0
-32.292765191042,-2.72690936551317,0.802079697731104,"PA",12000," 60 months",16.59,295.6,"D","RENT",0.660845,"Source Verified","Defaulted","debt_consolidation",15.82,13,1,19,FALSE,25,0.00480769230769231
-5.32724445052109,-8.76814739615243,-11.0696551240926,"NY",12000," 36 months",9.63,385.14,"A","RENT",0.6659062,"Verified","Defaulted","credit_card",22.02,8,0,26,FALSE,52,0.00757575757575758
-4.19100233655176,-11.5471111642959,-33.3627168506365,"OR",11200," 36 months",15.61,391.61,"C","RENT",0.6629523,"Verified","Defaulted","debt_consolidation",25.68,16,0,45,TRUE,54,0.00342465753424658
-16.2905121878679,22.4217190017253,-17.6289762214415,"NC",10000," 60 months",18.25,255.3,"D","MORTGAGE",0.6686429,"Verified","Defaulted","debt_consolidation",12.95,5,0,7,TRUE,20,0.00268817204301075
-24.6928499959455,23.7521284150727,4.87526262268088,"MO",20000," 60 months",21.49,546.6,"E","MORTGAGE",0.682408,"Source Verified","Defaulted","debt_consolidation",25.57,24,0,63,FALSE,32,0
8.67519685723332,-16.7146900984306,-1.21077125458601,"OR",4200," 36 months",14.99,145.58,"C","RENT",0.6629523,"Not Verified","Defaulted","credit_card",17.46,11,0,16,FALSE,1,0
-3.67785384703843,10.4117453144745,34.3996272985328,"AR",30000," 36 months",10.99,982.02,"B","MORTGAGE",0.7022087,"Source Verified","Defaulted","debt_consolidation",11.55,10,0,30,FALSE,48,0.0025062656641604
-34.1936835995725,1.57827474206271,-0.460204021089351,"MD",14975," 60 months",25.83,446.86,"G","RENT",0.6720027,"Source Verified","Defaulted","debt_consolidation",16.8,8,0,21,FALSE,25,0.00480769230769231
-5.83694773510119,-24.8104231676464,6.78243805770557,"NY",6000," 36 months",16.55,212.58,"D","RENT",0.6574448,"Source Verified","Defaulted","credit_card",23.29,11,0,17,FALSE,40,0.00540540540540541
-21.6522337000228,-1.84948303727325,-23.7792061120973,"NY",16000," 60 months",16.78,395.76,"C","RENT",0.6840819,"Verified","Defaulted","debt_consolidation",17.87,18,0,39,FALSE,15,0
1.38245912093197,-9.25314545864076,12.994564167043,"MD",16400," 36 months",19.99,609.4,"E","OWN",0.6640458,"Source Verified","Defaulted","credit_card",33.68,13,0,15,FALSE,44,0.0232558139534884
-33.5777506668217,2.52914796610045,2.28149114894887,"TX",20000," 60 months",19.72,526.77,"D","RENT",0.6879801,"Source Verified","Defaulted","debt_consolidation",10.38,10,0,27,TRUE,25,0.00480769230769231
43.9041082305213,7.40344617935222,5.33113429620965,"MA",9250," 36 months",21.64,351.55,"G","MORTGAGE",0.6924338,"Not Verified","Defaulted","debt_consolidation",20.22,34,0,63,FALSE,11,0.00263852242744063
30.3878533356571,-0.022947395386645,-0.614617544645849,"FL",25000," 36 months",10.39,811.27,"B","MORTGAGE",0.7667918,"Not Verified","Defaulted","Others",0.81,22,0,56,FALSE,14,0.0172413793103448
-26.2205339064583,-0.516416673753973,-0.0351210534072758,"CA",15000," 60 months",15.95,364.38,"E","RENT",0.6853026,"Source Verified","Defaulted","small_business",6.17,3,0,3,FALSE,26,0.0175438596491228
22.6972760616563,12.6849299228259,9.48958263027035,"CA",5000," 36 months",7.62,155.81,"A","MORTGAGE",0.6879801,"Not Verified","Defaulted","home_improvement",18.67,13,0,33,FALSE,13,0.0114942528735632
12.565411717697,-16.3284599024415,0.455023547306867,"FL",3200," 36 months",10.15,103.49,"B","RENT",0.6509989,"Not Verified","Defaulted","credit_card",20.8,16,0,22,FALSE,1,0
-6.37814032465916,21.4117266601633,-7.55424478621655,"MN",19200," 60 months",14.33,450.05,"C","MORTGAGE",0.6927957,"Verified","Defaulted","credit_card",17.73,11,0,25,FALSE,21,0.0102040816326531
-18.4974555686362,18.4450980607944,-21.1977110452592,"NY",25000," 60 months",16.29,611.82,"C","MORTGAGE",0.6914187,"Verified","Defaulted","debt_consolidation",17.81,16,0,44,FALSE,20,0.00268817204301075
0.197171561569062,-12.7927974387033,21.7506298307397,"KS",11000," 36 months",8.49,347.2,"A","OWN",0.6478577,"Source Verified","Defaulted","debt_consolidation",21.33,5,0,17,FALSE,43,0.00833333333333333
-25.1866742303529,19.7686371847691,-16.2140069489124,"TX",35000," 60 months",18.24,893.35,"D","MORTGAGE",0.7240744,"Verified","Defaulted","small_business",13.16,13,0,37,FALSE,20,0.00268817204301075
5.44640508667721,7.19729062445767,31.7352870131228,"FL",12000," 36 months",13.68,408.27,"C","MORTGAGE",0.7140019,"Source Verified","Defaulted","small_business",12.46,14,0,25,TRUE,48,0.0025062656641604
-10.8961033866942,20.3386799155518,12.2352714004332,"MA",26400," 60 months",17.57,664.23,"D","MORTGAGE",0.7199916,"Source Verified","Defaulted","home_improvement",3.66,5,0,21,FALSE,34,0.0204081632653061
-15.5684912056419,19.3611759399185,-16.8177338742279,"GA",17800," 60 months",21.97,491.32,"E","MORTGAGE",0.6677529,"Verified","Defaulted","debt_consolidation",21.55,11,0,21,FALSE,20,0.00268817204301075
-18.0303957938488,18.7656673329875,-21.1559426309042,"NY",20000," 60 months",13.23,457.42,"C","MORTGAGE",0.6853026,"Verified","Defaulted","debt_consolidation",18.27,12,0,31,FALSE,20,0.00268817204301075
17.2065466926998,-23.6061534624828,-5.36075855439972,"FL",8500," 36 months",14.33,291.88,"C","RENT",0.6677529,"Not Verified","Defaulted","debt_consolidation",11.52,6,0,17,FALSE,3,0.0181818181818182
7.77570950686051,8.17861633111553,24.8087138193335,"MD",14075," 36 months",14.64,485.44,"C","MORTGAGE",0.6537093,"Source Verified","Defaulted","home_improvement",16.26,14,1,24,FALSE,49,0.0136986301369863
-16.0019442526166,-13.9344342596697,13.7131780839063,"OH",7000," 36 months",20.2,260.86,"E","RENT",0.6501326,"Source Verified","Defaulted","debt_consolidation",34.42,8,0,12,FALSE,37,0.00305810397553517
-1.03468784931575,-9.06364664415369,-11.6511070424154,"CA",12175," 36 months",13.11,410.87,"B","RENT",0.6586125,"Verified","Defaulted","credit_card",15.2,11,0,16,TRUE,52,0.00757575757575758
-18.5323871822965,-24.4559844865444,16.5039429623092,"TX",20000," 36 months",18.85,731.61,"D","RENT",0.6758116,"Source Verified","Defaulted","debt_consolidation",28.56,8,0,10,FALSE,37,0.00305810397553517
29.8005141916987,-15.3348902592359,4.25361217888336,"GA",16750," 36 months",17.56,601.87,"D","OWN",0.6805523,"Not Verified","Defaulted","debt_consolidation",19.28,12,0,18,FALSE,9,0.0119047619047619
9.61828108331264,6.77854360252925,-5.47303887070498,"SD",10000," 36 months",14.27,343.09,"C","MORTGAGE",0.689197,"Verified","Defaulted","credit_card",20.05,14,0,34,FALSE,56,0.00632911392405063
-12.6079082627956,8.52450723824576,-21.3416867740942,"GA",19200," 60 months",18.99,497.96,"E","OWN",0.6737276,"Verified","Defaulted","small_business",24.55,5,3,22,FALSE,19,0.0232558139534884
-2.5728731282086,11.6909222191227,31.3941214844252,"GA",35000," 36 months",19.52,1292.19,"D","MORTGAGE",0.7378561,"Source Verified","Defaulted","debt_consolidation",7.8,6,0,19,FALSE,48,0.0025062656641604
-12.8542375100361,-20.591903774346,23.1018516153052,"MD",10000," 36 months",12.49,334.49,"B","RENT",0.6799119,"Source Verified","Defaulted","debt_consolidation",29.29,8,0,16,TRUE,37,0.00305810397553517
-21.9321073407407,20.621500356619,4.59318467169703,"TX",25000," 60 months",17.76,631.58,"D","MORTGAGE",0.682408,"Source Verified","Defaulted","debt_consolidation",33.25,15,0,25,FALSE,32,0
12.6819060151852,12.244257362262,-20.2136460529151,"TX",18825," 36 months",11.14,617.56,"B","MORTGAGE",0.6792599,"Verified","Defaulted","debt_consolidation",29.04,8,0,15,TRUE,58,0
20.1757761841446,-2.07264787627943,9.25500764189621,"IL",8000," 36 months",12.49,267.6,"B","MORTGAGE",0.6792599,"Not Verified","Defaulted","credit_card",12.56,11,3,24,FALSE,10,0
19.6085372043572,13.5812510016752,-21.6013200597989,"OK",7200," 36 months",19.47,265.64,"D","MORTGAGE",0.6785959,"Verified","Defaulted","debt_consolidation",20.06,11,1,58,FALSE,58,0
-2.72276428255555,8.5792546770785,33.4675495468811,"VA",21000," 36 months",10.99,687.42,"B","MORTGAGE",0.7136738,"Source Verified","Defaulted","debt_consolidation",7.06,11,0,24,FALSE,48,0.0025062656641604
-32.0350251101678,0.829983006697237,-0.866989746661739,"LA",20600," 60 months",21.99,568.84,"E","RENT",0.6731875,"Source Verified","Defaulted","debt_consolidation",15.5,4,0,20,FALSE,25,0.00480769230769231
-6.19959922833698,-9.29119272868176,-29.6178393585646,"NY",6675," 36 months",14.16,228.66,"C","RENT",0.6695119,"Verified","Defaulted","debt_consolidation",9.12,5,0,15,FALSE,54,0.00342465753424658
22.2847379948732,1.17903001996023,9.66488862255611,"IN",8400," 36 months",7.69,262.03,"A","MORTGAGE",0.6720027,"Not Verified","Defaulted","credit_card",11.57,4,1,16,TRUE,10,0
-16.1861790310446,18.8044494949786,-18.0035957602781,"GA",35000," 60 months",19.29,913.52,"E","MORTGAGE",0.682408,"Verified","Defaulted","debt_consolidation",16.5,9,0,25,FALSE,20,0.00268817204301075
-15.1706661735155,-19.5945306668076,20.6477293668546,"OH",6000," 36 months",13.65,204.05,"C","RENT",0.6509989,"Source Verified","Defaulted","debt_consolidation",12.16,12,1,33,FALSE,37,0.00305810397553517
0.429951654962144,-5.78159417769079,-27.6988141261473,"CA",15000," 36 months",12.69,503.18,"C","RENT",0.6619134,"Verified","Defaulted","debt_consolidation",23.38,18,0,36,FALSE,55,0.010989010989011
-11.4754264772898,10.2819819884895,5.98590503466112,"NY",15000," 60 months",13.98,348.87,"C","MORTGAGE",0.6792599,"Source Verified","Defaulted","credit_card",28.72,10,0,12,FALSE,35,0.0104166666666667
12.1306986868227,-27.9804151005714,-13.3158000433072,"CA",9125," 36 months",12.12,303.61,"B","RENT",0.6509989,"Not Verified","Defaulted","debt_consolidation",24.68,18,0,32,TRUE,5,0
3.20545086612263,-34.7280380003369,-0.643887830685506,"FL",2000," 36 months",12.87,67.27,"C","RENT",0.6258585,"Not Verified","Defaulted","Others",6.64,3,0,6,FALSE,7,0.0102040816326531
-17.8510424741748,14.0589480369971,-16.7273064847904,"CA",25450," 60 months",24.7,742.53,"G","MORTGAGE",0.7187504,"Verified","Defaulted","debt_consolidation",30.79,21,0,54,FALSE,20,0.00268817204301075
-13.9748749384065,-22.7493052136393,20.2798299398922,"CT",6000," 36 months",15.61,209.79,"D","RENT",0.6775077,"Source Verified","Defaulted","debt_consolidation",16.64,10,1,15,TRUE,37,0.00305810397553517
7.43139437995722,-26.7189812374235,-7.76978763769892,"CA",8000," 60 months",13.98,186.07,"C","RENT",0.6557471,"Not Verified","Defaulted","major_purchase",9.25,9,0,10,FALSE,4,0
-21.0489116836154,-2.653345169071,2.53773702297861,"NV",16700," 60 months",20.2,444.31,"E","RENT",0.6649473,"Source Verified","Defaulted","credit_card",18.2,11,0,33,FALSE,27,0.0126582278481013
-21.9717237414287,21.2607021908284,4.00848732680222,"TX",35000," 60 months",17.57,880.61,"D","MORTGAGE",0.6978195,"Source Verified","Defaulted","debt_consolidation",24.63,18,0,31,FALSE,32,0
28.7461011595583,-2.68215298644587,0.597016855821636,"OR",10000," 36 months",9.63,320.95,"A","MORTGAGE",0.6949773,"Not Verified","Defaulted","Others",3.27,19,0,40,FALSE,14,0.0172413793103448
33.3799059328461,4.28794437152451,2.49691196953831,"PA",5000," 36 months",15.31,174.09,"C","MORTGAGE",0.6686429,"Not Verified","Defaulted","debt_consolidation",23.53,7,0,13,FALSE,11,0.00263852242744063
-21.5618243871312,-3.86517610566281,-20.5847035100328,"MA",12000," 60 months",16.59,295.6,"D","RENT",0.6695119,"Verified","Defaulted","debt_consolidation",12.9,12,0,19,FALSE,15,0
6.84738473920179,8.19866131388937,-2.49323508039954,"KS",18000," 36 months",11.14,590.5,"B","MORTGAGE",0.69897,"Verified","Defaulted","credit_card",8.74,10,1,34,FALSE,56,0.00632911392405063
6.66478931414708,5.79262636115881,-5.0228401599258,"PA",15000," 36 months",17.77,540.56,"D","MORTGAGE",0.6607755,"Verified","Defaulted","credit_card",30.77,23,0,32,TRUE,56,0.00632911392405063
28.3651549868695,-14.536067783006,1.86208775497004,"NJ",3950," 36 months",15.22,137.36,"C","OWN",0.666841,"Not Verified","Defaulted","debt_consolidation",24.19,6,0,19,FALSE,9,0.0119047619047619
-8.50626132516319,-22.596777667589,17.0430181047239,"NY",15000," 36 months",10.74,489.24,"B","RENT",0.6925699,"Source Verified","Defaulted","debt_consolidation",11.82,7,0,25,FALSE,36,0.0192307692307692
3.5638058899888,-31.3514577949257,-2.75693935901827,"HI",7200," 36 months",8.9,228.63,"A","RENT",0.6509989,"Not Verified","Defaulted","Others",18.72,13,0,25,FALSE,7,0.0102040816326531
-22.2852369478629,-3.3806231714098,-19.4989534025654,"FL",8000," 60 months",21.49,218.64,"E","RENT",0.6661835,"Verified","Defaulted","debt_consolidation",20.04,8,1,11,FALSE,15,0
9.64867591625237,-1.46503842380746,27.0160491961981,"WI",6000," 36 months",19.52,221.52,"E","MORTGAGE",0.6904699,"Source Verified","Defaulted","Others",22.95,16,0,39,FALSE,45,0.0163934426229508
10.1670399288531,-1.34152206994316,-23.1762481333079,"NV",3250," 36 months",18.75,118.73,"D","OWN",0.682408,"Verified","Defaulted","debt_consolidation",25.81,21,0,37,FALSE,51,0.00806451612903226
41.2556588050207,2.67302331009575,3.90581980706898,"CO",5800," 36 months",12.12,192.98,"B","MORTGAGE",0.6853026,"Not Verified","Defaulted","debt_consolidation",19.82,14,0,27,FALSE,11,0.00263852242744063
-9.27405697742795,18.3293222873365,-8.6614786245717,"CA",31000," 60 months",23.76,887.5,"F","MORTGAGE",0.6958132,"Verified","Defaulted","credit_card",19.21,12,0,35,FALSE,21,0.0102040816326531
-3.35740180113019,4.26170753878523,35.1429056934978,"MD",19575," 36 months",13.65,665.71,"C","MORTGAGE",0.7229797,"Source Verified","Defaulted","debt_consolidation",8.31,7,1,41,TRUE,48,0.0025062656641604
-32.2594154302157,2.3028294636366,-3.74788463203504,"UT",33600," 60 months",23.83,963.3,"F","RENT",0.6958132,"Source Verified","Defaulted","debt_consolidation",19.11,18,0,52,FALSE,25,0.00480769230769231
16.8202423709168,4.4625392569012,-12.1211109285541,"NJ",10625," 36 months",18.75,388.13,"D","MORTGAGE",0.671191,"Verified","Defaulted","Others",17,12,0,19,TRUE,57,0
-25.1112704062016,-0.608766113991805,-21.1659096107284,"WA",16000," 60 months",24.08,461.04,"F","RENT",0.6735741,"Verified","Defaulted","debt_consolidation",27.37,19,0,25,FALSE,15,0
-21.5929960135632,-5.35331527029781,-15.1946098697147,"NY",12000," 60 months",19.52,314.74,"E","RENT",0.7032241,"Verified","Defaulted","Others",7.54,19,0,40,TRUE,15,0
38.1222663750529,5.69658997296485,-0.709622896246992,"HI",12400," 36 months",14.16,424.77,"C","MORTGAGE",0.6779196,"Not Verified","Defaulted","debt_consolidation",23.84,11,0,20,FALSE,11,0.00263852242744063
9.29750666352466,1.99956749597423,-22.564688720681,"LA",12250," 36 months",15.31,426.52,"C","OWN",0.6574448,"Verified","Defaulted","debt_consolidation",25.85,16,0,22,FALSE,51,0.00806451612903226
-0.135935484381999,-7.39844856201473,-27.0280066486093,"CA",9675," 36 months",17.77,348.66,"D","RENT",0.6586125,"Verified","Defaulted","debt_consolidation",26.5,13,1,17,FALSE,55,0.010989010989011
20.1394143890765,18.6952356510556,-21.8465260358667,"AL",7000," 36 months",17.57,251.56,"D","MORTGAGE",0.682408,"Verified","Defaulted","debt_consolidation",19.61,16,0,17,FALSE,58,0
-26.7144187589987,-4.37155504944744,-2.50508327579169,"NY",17550," 60 months",19.52,460.3,"E","RENT",0.6649473,"Source Verified","Defaulted","Others",31.31,17,0,25,FALSE,25,0.00480769230769231
-8.64020137429612,25.7781154868783,-15.4770301998394,"CA",35000," 60 months",11.71,773.44,"B","MORTGAGE",0.6923427,"Verified","Defaulted","home_improvement",2.71,7,0,14,FALSE,17,0.0384615384615385
14.0866347348028,17.1273347526652,-17.2922232979034,"MA",21000," 36 months",14.33,721.11,"C","MORTGAGE",0.6970308,"Verified","Defaulted","debt_consolidation",20.94,18,0,32,TRUE,58,0
9.42808902814347,-1.32903718588905,27.2022538022284,"NV",9800," 36 months",19.99,364.16,"E","MORTGAGE",0.682408,"Source Verified","Defaulted","Others",27.02,17,0,19,FALSE,45,0.0163934426229508
-16.9462376390656,-17.0636371763337,20.8412440826819,"WI",20000," 36 months",12.99,673.79,"B","RENT",0.6863978,"Source Verified","Defaulted","debt_consolidation",13,8,0,38,FALSE,37,0.00305810397553517
10.5328729473939,-0.897110074973118,-23.9778399288819,"MI",6250," 36 months",19.52,230.75,"D","OWN",0.637984,"Verified","Defaulted","debt_consolidation",30.75,6,0,19,FALSE,51,0.00806451612903226
37.8771562646253,6.48003771371442,-2.50908414839733,"MI",11000," 36 months",12.99,370.59,"D","MORTGAGE",0.6739567,"Not Verified","Defaulted","debt_consolidation",17.94,14,0,20,TRUE,11,0.00263852242744063
1.15709783189127,3.74699723739588,12.009037182149,"CA",24000," 36 months",8.9,762.08,"A","MORTGAGE",0.7154287,"Source Verified","Defaulted","credit_card",16.08,13,0,23,FALSE,50,0.00561797752808989
-23.1353786337267,3.05022463693371,-22.4729193499928,"OH",35000," 60 months",23.4,994.73,"E","RENT",0.7322281,"Verified","Defaulted","debt_consolidation",5.61,8,0,24,FALSE,15,0
-1.74978908000566,-8.55622774772519,-33.3470344028558,"MA",9250," 36 months",18.24,335.53,"D","RENT",0.652378,"Verified","Defaulted","debt_consolidation",13.43,17,1,76,FALSE,54,0.00342465753424658
7.50550005550128,-18.2473996616581,1.93204234309772,"MN",13000," 36 months",7.9,406.78,"A","RENT",0.6480826,"Not Verified","Defaulted","credit_card",16.93,7,0,19,FALSE,1,0
20.1202639056086,-10.9641551387597,7.72169662082943,"CA",15000," 36 months",8.18,471.3,"B","OWN",0.6574448,"Not Verified","Defaulted","major_purchase",27.61,15,0,25,FALSE,8,0.0112359550561798
-9.4432470339411,19.8569677225425,-15.2765858012884,"CT",3250," 60 months",11.99,72.28,"B","MORTGAGE",0.670361,"Verified","Defaulted","Others",13.2,8,1,13,FALSE,20,0.00268817204301075
-24.5117991616132,-2.65878324485788,-20.3550627541113,"NJ",10000," 60 months",20.31,266.67,"D","RENT",0.652378,"Verified","Defaulted","debt_consolidation",23.38,9,0,20,FALSE,15,0
-7.25349498832999,-19.9968208582931,2.25098473979287,"NC",18650," 36 months",12.39,622.93,"C","RENT",0.682408,"Source Verified","Defaulted","credit_card",22.53,10,0,22,FALSE,40,0.00540540540540541
31.3131104413376,9.74979331874525,2.98960373745876,"CA",10000," 36 months",7.9,312.91,"A","MORTGAGE",0.6879801,"Not Verified","Defaulted","debt_consolidation",3.7,8,0,11,FALSE,11,0.00263852242744063
19.2483574941972,-26.1203961353943,-11.7106874473856,"AZ",12375," 36 months",16.29,436.85,"C","RENT",0.6720027,"Not Verified","Defaulted","debt_consolidation",22.63,16,1,27,FALSE,4,0
-1.42298966891543,6.39889970259473,34.213367568628,"NV",25000," 36 months",13.66,850.32,"C","MORTGAGE",0.6869331,"Source Verified","Defaulted","debt_consolidation",13.66,12,0,27,FALSE,48,0.0025062656641604
